,Date,Signal,Entry Level,Exit Level,BOD Units,EOD Units
1285,2020-01-01,0,108.56,,-1,-1
1286,2020-01-02,-1,108.56666666666666,,-1,-3.0
1287,2020-01-03,-1,108.44749999999999,,-3.0,-4.0
1288,2020-01-06,-1,108.44749999999999,,-4.0,-4.0
1289,2020-01-07,0,108.44749999999999,,-4.0,-4.0
1290,2020-01-08,-1,108.44749999999999,,-4.0,-4.0
1291,2020-01-09,0.5,108.44749999999999,109.52,-4.0,0
1292,2020-01-10,1,109.63,,0,1
1293,2020-01-13,1,109.78999999999999,,1,2.0
1294,2020-01-14,1,109.88999999999999,,2.0,4.0
1295,2020-01-15,1,109.88999999999999,,4.0,4.0
1296,2020-01-16,1,109.88999999999999,,4.0,4.0
1297,2020-01-17,1,109.88999999999999,,4.0,4.0
1298,2020-01-20,1,109.88999999999999,,4.0,4.0
1299,2020-01-21,1,109.88999999999999,,4.0,4.0
1300,2020-01-22,0,109.88999999999999,,4.0,4.0
1301,2020-01-23,-0.5,109.88999999999999,109.49,4.0,0
1302,2020-01-24,0,,,0,0
1303,2020-01-27,0,,,0,0
1304,2020-01-28,0,,,0,0
1305,2020-01-29,0,,,0,0
1306,2020-01-30,0,,,0,0
1307,2020-01-31,0,,,0,0
1308,2020-02-03,-1,108.35,,0,-1
1309,2020-02-04,0,108.35,,-1,-1
1310,2020-02-05,0.5,108.35,109.83,-1,0
1311,2020-02-06,0,,,0,0
1312,2020-02-07,0,,,0,0
1313,2020-02-10,0,,,0,0
1314,2020-02-11,0,,,0,0
1315,2020-02-12,0,,,0,0
1316,2020-02-13,0,,,0,0
1317,2020-02-14,0,,,0,0
1318,2020-02-17,0,,,0,0
1319,2020-02-18,0,,,0,0
1320,2020-02-19,1,111.37,,0,1
1321,2020-02-20,1,111.91749999999999,,1,4
1322,2020-02-21,1,111.91749999999999,,4,4
1323,2020-02-24,-0.25,111.91749999999999,110.72,4,0
1324,2020-02-25,0,,,0,0
1325,2020-02-26,0,,,0,0
1326,2020-02-27,0,,,0,0
1327,2020-02-28,-1,107.89,,0,-1
1328,2020-03-02,-1,108.22,,-1,-4
1329,2020-03-03,-1,108.22,,-4,-4
1330,2020-03-04,-1,108.22,,-4,-4
1331,2020-03-05,-1,108.22,,-4,-4
1332,2020-03-06,-1,108.22,,-4,-4
1333,2020-03-09,-1,108.22,,-4,-4
1334,2020-03-10,-1,108.22,,-4,-4
1335,2020-03-11,0,108.22,,-4,-4
1336,2020-03-12,0,108.22,,-4,-4
1337,2020-03-13,0.5,108.22,107.62,-4,0
1338,2020-03-16,0,,,0,0
1339,2020-03-17,0,,,0,0
1340,2020-03-18,0,,,0,0
1341,2020-03-19,0,,,0,0
1342,2020-03-20,0,,,0,0
1343,2020-03-23,1,111.23,,0,1
1344,2020-03-24,1,111.23,,1,2.0
1345,2020-03-25,1,111.22333333333334,,2.0,3.0
1346,2020-03-26,1,111.22333333333334,,3.0,3.0
1347,2020-03-27,-0.25,111.22333333333334,107.94,3.0,0
1348,2020-03-30,0,,,0,0
1349,2020-03-31,0,,,0,0
1350,2020-04-01,0,,,0,0
1351,2020-04-02,0,,,0,0
1352,2020-04-03,0,,,0,0
1353,2020-04-06,0,,,0,0
1354,2020-04-07,0,,,0,0
1355,2020-04-08,0,,,0,0
1356,2020-04-09,0,,,0,0
1357,2020-04-10,0,,,0,0
1358,2020-04-13,0,,,0,0
1359,2020-04-14,-1,107.17,,0,-1
1360,2020-04-15,-1,107.17,,-1,-1
1361,2020-04-16,0,107.17,,-1,-1
1362,2020-04-17,0,107.17,,-1,-1
1363,2020-04-20,0,107.17,,-1,-1
1364,2020-04-21,0,107.17,,-1,-1
1365,2020-04-22,0,107.17,,-1,-1
1366,2020-04-23,0,107.17,,-1,-1
1367,2020-04-24,0,107.17,,-1,-1
1368,2020-04-27,-1,107.17,,-1,-1
1369,2020-04-28,-1,107.02000000000001,,-1,-2.0
1370,2020-04-29,-1,106.90666666666668,,-2.0,-3.0
1371,2020-04-30,-1,106.97500000000001,,-3.0,-4.0
1372,2020-05-01,-1,106.97500000000001,,-4.0,-4.0
1373,2020-05-04,-1,106.97500000000001,,-4.0,-4.0
1374,2020-05-05,-1,106.97500000000001,,-4.0,-4.0
1375,2020-05-06,-1,106.97500000000001,,-4.0,-4.0
1376,2020-05-07,-1,106.97500000000001,,-4.0,-4.0
1377,2020-05-08,0,106.97500000000001,,-4.0,-4.0
1378,2020-05-11,0.5,106.97500000000001,107.66,-4.0,0
1379,2020-05-12,0,,,0,0
1380,2020-05-13,0,,,0,0
1381,2020-05-14,0,,,0,0
1382,2020-05-15,0,,,0,0
1383,2020-05-18,0,,,0,0
1384,2020-05-19,1,107.8,,0,1
1385,2020-05-20,1,107.8,,1,1
1386,2020-05-21,1,107.8,,1,1
1387,2020-05-22,1,107.8,,1,1
1388,2020-05-25,1,107.8,,1,1
1389,2020-05-26,1,107.8,,1,1
1390,2020-05-27,1,107.8,,1,1
1391,2020-05-28,1,107.8,,1,1
1392,2020-05-29,1,107.8,,1,1
1393,2020-06-01,1,107.8,,1,1
1394,2020-06-02,1,108.46000000000001,,1,4
1395,2020-06-03,1,108.46000000000001,,4,4
1396,2020-06-04,1,108.46000000000001,,4,4
1397,2020-06-05,1,108.46000000000001,,4,4
1398,2020-06-08,1,108.46000000000001,,4,4
1399,2020-06-09,-0.25,108.46000000000001,107.76,4,0
1400,2020-06-10,-1,107.03,,0,-1
1401,2020-06-11,-1,106.95,,-1,-2.0
1402,2020-06-12,-1,107.09333333333332,,-2.0,-3.0
1403,2020-06-15,0,107.09333333333332,,-3.0,-3.0
1404,2020-06-16,0,107.09333333333332,,-3.0,-3.0
1405,2020-06-17,0,107.09333333333332,,-3.0,-3.0
1406,2020-06-18,-1,107.0625,,-3.0,-4.0
1407,2020-06-19,-1,107.0625,,-4.0,-4.0
1408,2020-06-22,-1,107.0625,,-4.0,-4.0
1409,2020-06-23,-1,107.0625,,-4.0,-4.0
1410,2020-06-24,-1,107.0625,,-4.0,-4.0
1411,2020-06-25,0.5,107.0625,107.19,-4.0,0
1412,2020-06-26,0,,,0,0
1413,2020-06-29,0,,,0,0
1414,2020-06-30,0,,,0,0
1415,2020-07-01,0,,,0,0
1416,2020-07-02,0,,,0,0
1417,2020-07-03,0,,,0,0
1418,2020-07-06,0,,,0,0
1419,2020-07-07,0,,,0,0
1420,2020-07-08,0,,,0,0
1421,2020-07-09,0,,,0,0
1422,2020-07-10,0,,,0,0
1423,2020-07-13,0,,,0,0
1424,2020-07-14,0,,,0,0
1425,2020-07-15,0,,,0,0
1426,2020-07-16,0,,,0,0
1427,2020-07-17,0,,,0,0
1428,2020-07-20,0,,,0,0
1429,2020-07-21,0,,,0,0
1430,2020-07-22,-1,106.8,,0,-1
1431,2020-07-23,-1,106.8,,-1,-1
1432,2020-07-24,-1,106.305,,-1,-4
1433,2020-07-27,-1,106.305,,-4,-4
1434,2020-07-28,-1,106.305,,-4,-4
1435,2020-07-29,-1,106.305,,-4,-4
1436,2020-07-30,-1,106.305,,-4,-4
1437,2020-07-31,-1,106.305,,-4,-4
1438,2020-08-03,0,106.305,,-4,-4
1439,2020-08-04,0,106.305,,-4,-4
1440,2020-08-05,0,106.305,,-4,-4
1441,2020-08-06,0,106.305,,-4,-4
1442,2020-08-07,0.5,106.305,105.92,-4,0
1443,2020-08-10,0,,,0,0
1444,2020-08-11,0,,,0,0
1445,2020-08-12,0,,,0,0
1446,2020-08-13,0,,,0,0
